,Name,Age,Status,Family_size,Location,Budget,Age category,LD_CD,Model
1632,CUS4285,46,Married,2,New Mexico,50000,40-60,LD,C300 4MATIC Cabriolet
1633,CUS4291,41,Single,5,Georgia,40000,40-60,LD,GLC300 4MATIC SUV
1634,CUS4295,57,Single,6,Northern Mariana Islands,140000,40-60,LD,AMG G63 SUV
1635,CUS4297,31,Married,4,Maryland,100000,20-40,LD,S550 4MATIC Sedan
1636,CUS4298,39,Married,3,New Jersey,80000,20-40,LD,2016 CLS550 4MATIC Coupe
1637,CUS4299,39,Married,4,Idaho,230000,20-40,LD,AMG S65 Sedan
1638,CUS4300,39,Single,2,Alaska,60000,20-40,CD,AMG SLC43 Roadster
1639,CUS4301,46,Married,6,Maine,100000,40-60,LD,AMG GLE63 SUV
1640,CUS4311,19,Married,3,North Carolina,130000,<20,LD,AMG GT S
1641,CUS4314,19,Single,3,Northern Mariana Islands,70000,<20,LD,2016 CLS400 4MATIC Coupe
1642,CUS4316,53,Married,6,Montana,90000,40-60,LD,GLS550 SUV
1643,CUS4317,51,Single,5,Rhode Island,40000,40-60,LD,GLC300 4MATIC SUV
1644,CUS4318,37,Married,2,Maryland,250000,20-40,LD,AMG S65 Cabriolet
1645,CUS4320,52,Married,4,Arkansas,50000,40-60,CD,E300 Sedan
1646,CUS4322,37,Married,4,Iowa,60000,20-40,LD,E400 4MATIC WAGON
1647,CUS4327,64,Married,3,Tennessee,110000,>60,LD,AMG GLC63 S Coupe
1648,CUS4330,38,Married,4,Iowa,140000,20-40,LD,AMG S63 Sedan
1649,CUS4335,37,Single,6,New Mexico,110000,20-40,LD,AMG GLE63 S SUV
1650,CUS4337,32,Single,3,Arkansas,240000,20-40,CD,AMG S65 Coupe
1651,CUS4339,25,Single,4,Iowa,170000,20-40,LD,Mercedes-Maybach S550 4MATIC Sedan
1652,CUS4342,63,Single,5,Massachusetts,70000,>60,LD,GLS450 SUV
1653,CUS4343,56,Single,3,District of Columbia,120000,40-60,CD,S550 4MATIC Coupe
1654,CUS4346,30,Married,3,Indiana,80000,20-40,LD,2016 CLS550 4MATIC Coupe
1655,CUS4349,59,Single,6,American Samoa,100000,40-60,CD,AMG GLE63 SUV
1656,CUS4352,35,Married,5,New Jersey,120000,20-40,LD,AMG GLS63 SUV
1657,CUS4353,21,Married,2,Missouri,180000,20-40,LD,AMG S63 Cabriolet
1658,CUS4354,19,Single,4,Iowa,140000,<20,LD,AMG S63 Sedan
1659,CUS4360,25,Married,5,Hawaii,90000,20-40,LD,GLS550 SUV
1660,CUS4361,56,Married,3,Idaho,40000,40-60,LD,C300 4MATIC Coupe
1661,CUS4362,21,Married,2,Guam,60000,20-40,LD,AMG C43 Cabriolet
1662,CUS4364,53,Single,5,New York,100000,40-60,LD,AMG GLE63 SUV
1663,CUS4365,30,Married,3,Georgia,80000,20-40,LD,2016 CLS550 4MATIC Coupe
1664,CUS4366,51,Single,2,Oregon,110000,40-60,LD,SL 550 Roadster
1665,CUS4368,48,Married,5,Utah,90000,40-60,LD,GLS550 SUV
1666,CUS4369,19,Single,2,Montana,150000,<20,LD,AMG SL63Roadster
1667,CUS4370,48,Single,3,Kansas,160000,40-60,LD,AMG S63 Coupe
1668,CUS4371,65,Single,3,Wisconsin,60000,>60,LD,E550 Coupe
1669,CUS4372,65,Married,5,Maryland,100000,>60,LD,AMG GLE63 SUV
1670,CUS4373,41,Single,6,Arkansas,100000,40-60,CD,AMG GLE63 SUV
1671,CUS4374,62,Single,3,Illinois,50000,>60,LD,GLC300 4MATIC Coupe
1672,CUS4381,42,Single,2,Kansas,220000,40-60,LD,AMG SL65 Roadster
1673,CUS4382,31,Married,4,Nevada,140000,20-40,LD,AMG S63 Sedan
1674,CUS4383,48,Single,2,Virginia,50000,40-60,LD,SLC 300 Roadster
1675,CUS4384,48,Single,6,New Hampshire,110000,40-60,LD,AMG GLE63 S SUV
1676,CUS4385,27,Married,3,Missouri,70000,20-40,LD,2016 CLS400 4MATIC Coupe
1677,CUS4387,38,Married,6,Maine,100000,20-40,LD,AMG GLE63 SUV
1678,CUS4392,55,Married,5,Texas,140000,40-60,LD,AMG G63 SUV
1679,CUS4396,46,Married,4,Nebraska,140000,40-60,LD,AMG S63 Sedan
1680,CUS4397,59,Married,4,Alabama,70000,40-60,CD,AMG C63 Sedan
1681,CUS4398,29,Married,3,Northern Mariana Islands,130000,20-40,LD,AMG GT S
1682,CUS4402,26,Married,3,Utah,40000,20-40,LD,C300 4MATIC Coupe
1683,CUS4403,56,Single,2,South Dakota,220000,40-60,LD,AMG SL65 Roadster
1684,CUS4404,43,Married,5,Oregon,70000,40-60,LD,GLS450 SUV
1685,CUS4412,33,Single,6,Illinois,100000,20-40,LD,AMG GLE63 SUV
1686,CUS4414,40,Married,2,West Virginia,130000,40-60,LD,S550 Cabriolet
1687,CUS4416,50,Single,6,Iowa,140000,40-60,LD,AMG G63 SUV
1688,CUS4419,26,Single,5,New Hampshire,220000,20-40,LD,AMG G65 SUV
1689,CUS4422,51,Single,5,Arkansas,140000,40-60,CD,AMG G63 SUV
1690,CUS4424,32,Single,4,American Samoa,100000,20-40,CD,S550 Sedan
1691,CUS4426,41,Single,2,Georgia,60000,40-60,LD,AMG SLC43 Roadster
1692,CUS4427,52,Married,6,New York,100000,40-60,LD,AMG GLE63 SUV
1693,CUS4428,64,Single,4,Kansas,70000,>60,LD,AMG E43 Sedan
1694,CUS4430,40,Single,3,Utah,160000,40-60,LD,AMG S63 Coupe
1695,CUS4433,40,Single,5,Texas,50000,40-60,LD,GLE 350e 4MATIC SUV
1696,CUS4434,63,Married,2,District of Columbia,50000,>60,CD,C300 Cabriolet
1697,CUS4436,40,Married,6,Puerto Rico,40000,40-60,LD,GLC300 4MATIC SUV
1698,CUS4441,61,Married,3,Kansas,160000,>60,LD,AMG S63 Coupe
1699,CUS4442,65,Married,3,South Dakota,160000,>60,LD,AMG S63 Coupe
1700,CUS4449,46,Married,3,Iowa,40000,40-60,LD,C300 4MATIC Coupe
1701,CUS4450,36,Single,4,West Virginia,170000,20-40,LD,Mercedes-Maybach S550 4MATIC Sedan
1702,CUS4452,42,Married,4,Louisiana,70000,40-60,LD,AMG C63 Sedan
1703,CUS4458,54,Married,3,Arkansas,120000,40-60,CD,S550 4MATIC Coupe
1704,CUS4459,61,Married,3,Connecticut,160000,>60,CD,AMG S63 Coupe
1705,CUS4461,27,Single,6,Alaska,220000,20-40,CD,AMG G65 SUV
1706,CUS4465,50,Single,5,Indiana,70000,40-60,LD,GLS450 SUV
1707,CUS4466,31,Single,6,Wisconsin,90000,20-40,LD,GLS550 SUV
1708,CUS4468,59,Single,2,Alaska,50000,40-60,CD,SLC 300 Roadster
1709,CUS4469,26,Married,5,Tennessee,140000,20-40,LD,AMG G63 SUV
1710,CUS4470,28,Single,4,Northern Mariana Islands,190000,20-40,LD,Mercedes-Maybach S600 Sedan
1711,CUS4473,25,Single,5,New Jersey,100000,20-40,LD,AMG GLE63 SUV
1712,CUS4476,46,Married,2,Michigan,80000,40-60,LD,AMG C63 S Cabriolet
1713,CUS4481,43,Married,3,Iowa,70000,40-60,LD,CLS550 Coupe
1714,CUS4482,50,Single,5,Utah,50000,40-60,LD,GLE 350e 4MATIC SUV
1715,CUS4483,64,Single,4,Montana,190000,>60,LD,Mercedes-Maybach S600 Sedan
1716,CUS4491,54,Single,3,Colorado,80000,40-60,CD,AMG C63 S Coupe
1717,CUS4492,28,Married,5,Georgia,70000,20-40,LD,AMG GLE43 SUV
1718,CUS4494,52,Single,3,Maine,120000,40-60,LD,S550 4MATIC Coupe
1719,CUS4495,46,Single,6,Missouri,110000,40-60,LD,AMG GLE63 S SUV
1720,CUS4506,55,Married,3,West Virginia,110000,40-60,LD,AMG GT
1721,CUS4510,61,Married,6,Montana,40000,>60,LD,GLC300 4MATIC SUV
1722,CUS4511,37,Married,4,Ohio,170000,20-40,LD,Mercedes-Maybach S550 4MATIC Sedan
1723,CUS4512,20,Single,5,New Hampshire,120000,20-40,LD,AMG GLS63 SUV
1724,CUS4513,41,Married,6,Minnesota,120000,40-60,LD,G550 SUV
1725,CUS4516,30,Single,6,Wyoming,220000,20-40,LD,AMG G65 SUV
1726,CUS4517,34,Single,2,North Carolina,110000,20-40,LD,SL 550 Roadster
1727,CUS4520,18,Married,4,West Virginia,50000,<20,LD,E300 4MATIC Sedan
1728,CUS4523,32,Married,4,Guam,40000,20-40,LD,C300 4MATIC SEDAN
1729,CUS4527,58,Single,4,South Dakota,230000,40-60,LD,AMG S65 Sedan
1730,CUS4530,40,Single,4,Oregon,170000,40-60,LD,Mercedes-Maybach S550 4MATIC Sedan
1731,CUS4531,65,Single,3,Utah,160000,>60,LD,AMG S63 Coupe
1732,CUS4532,54,Married,3,Iowa,70000,40-60,LD,CLS550 Coupe
1733,CUS4533,32,Single,5,Michigan,140000,20-40,LD,AMG G63 SUV
1734,CUS4540,46,Married,2,Alaska,50000,40-60,CD,C300 Cabriolet
1735,CUS4542,26,Married,3,Louisiana,60000,20-40,LD,AMG GLC43 Coupe
1736,CUS4543,63,Married,4,Nebraska,190000,>60,LD,Mercedes-Maybach S600 Sedan
1737,CUS4545,54,Single,6,Nebraska,50000,40-60,LD,GLE 350e 4MATIC SUV
1738,CUS4556,33,Married,2,Puerto Rico,50000,20-40,LD,C300 4MATIC Cabriolet
1739,CUS4557,52,Single,6,Massachusetts,100000,40-60,LD,AMG GLE63 SUV
1740,CUS4568,43,Married,3,Utah,160000,40-60,LD,AMG S63 Coupe
1741,CUS4572,56,Married,6,Northern Mariana Islands,120000,40-60,LD,G550 SUV
1742,CUS4574,46,Single,3,New York,120000,40-60,LD,S550 4MATIC Coupe
1743,CUS4575,54,Single,6,Alaska,110000,40-60,CD,AMG GLE63 S SUV
1744,CUS4578,46,Single,3,North Dakota,110000,40-60,LD,AMG GT
1745,CUS4579,25,Married,2,Minnesota,70000,20-40,LD,AMG C63 Cabriolet
1746,CUS4580,34,Single,2,Mississippi,150000,20-40,LD,AMG SL63Roadster
1747,CUS4581,42,Single,4,Idaho,170000,40-60,LD,Mercedes-Maybach S550 4MATIC Sedan
1748,CUS4588,47,Single,6,Wyoming,120000,40-60,LD,G550 SUV
1749,CUS4591,46,Married,3,Oregon,60000,40-60,LD,E400 Cabriolet
1750,CUS4592,34,Married,5,Kentucky,30000,20-40,LD,GLA 4MATIC SUV
1751,CUS4593,53,Married,5,Kentucky,140000,40-60,LD,AMG G63 SUV
1752,CUS4594,59,Single,3,California,240000,40-60,CD,AMG S65 Coupe
1753,CUS4597,55,Married,3,Idaho,30000,40-60,LD,CLA250 4MATIC Coupe
1754,CUS4601,40,Married,3,New Mexico,80000,40-60,LD,2016 CLS550 4MATIC Coupe
1755,CUS4605,20,Single,6,South Dakota,100000,20-40,LD,AMG GLE63 SUV
1756,CUS4606,43,Married,4,American Samoa,230000,40-60,CD,AMG S65 Sedan
1757,CUS4607,49,Single,6,New Hampshire,220000,40-60,LD,AMG G65 SUV
1758,CUS4608,46,Married,5,Wisconsin,40000,40-60,LD,GLC300 4MATIC SUV
1759,CUS4613,60,Single,6,Alaska,30000,>60,CD,GLA SUV
1760,CUS4617,39,Single,2,Texas,110000,20-40,LD,SL 550 Roadster
1761,CUS4618,63,Married,5,Washington,140000,>60,LD,AMG G63 SUV
1762,CUS4619,31,Married,6,Nevada,120000,20-40,LD,AMG GLS63 SUV
1763,CUS4625,46,Married,4,Connecticut,230000,40-60,CD,AMG S65 Sedan
1764,CUS4626,31,Married,6,Connecticut,220000,20-40,CD,AMG G65 SUV
1765,CUS4628,53,Married,5,Kentucky,90000,40-60,LD,GLS550 SUV
1766,CUS4630,25,Married,3,Idaho,130000,20-40,LD,AMG GT S
1767,CUS4631,30,Married,4,Alaska,190000,20-40,CD,Mercedes-Maybach S600 Sedan
1768,CUS4634,19,Single,5,Rhode Island,110000,<20,LD,AMG GLE63 S SUV
1769,CUS4637,46,Single,6,Vermont,30000,40-60,LD,GLA 4MATIC SUV
1770,CUS4639,55,Married,6,Northern Mariana Islands,220000,40-60,LD,AMG G65 SUV
1771,CUS4640,58,Single,4,Arkansas,140000,40-60,CD,AMG S63 Sedan
1772,CUS4642,46,Married,5,South Carolina,30000,40-60,LD,GLA 4MATIC SUV
1773,CUS4643,28,Married,5,Indiana,40000,20-40,LD,GLC300 4MATIC SUV
1774,CUS4645,18,Married,6,North Carolina,90000,<20,LD,GLS550 SUV
1775,CUS4647,59,Single,3,Wisconsin,110000,40-60,LD,AMG GT
1776,CUS4648,38,Single,6,Arkansas,120000,20-40,CD,AMG GLS63 SUV
1777,CUS4649,29,Married,3,District of Columbia,70000,20-40,CD,2016 CLS400 Coupe
1778,CUS4650,29,Married,4,Illinois,60000,20-40,LD,E400 4MATIC WAGON
1779,CUS4655,45,Married,3,Vermont,240000,40-60,LD,AMG S65 Coupe
1780,CUS4656,49,Married,2,Vermont,50000,40-60,LD,C300 4MATIC Cabriolet
1781,CUS4660,27,Single,3,Guam,50000,20-40,LD,GLC300 4MATIC Coupe
1782,CUS4662,55,Married,2,Tennessee,80000,40-60,LD,AMG C63 S Cabriolet
1783,CUS4666,52,Single,2,Vermont,50000,40-60,LD,SLC 300 Roadster
1784,CUS4668,54,Single,6,Florida,50000,40-60,LD,GLE 350e 4MATIC SUV
1785,CUS4670,56,Married,5,Alaska,140000,40-60,CD,AMG G63 SUV
1786,CUS4672,26,Single,6,Oregon,70000,20-40,LD,AMG GLE43 SUV
1787,CUS4674,18,Married,4,Alaska,70000,<20,CD,AMG C63 S Sedan
1788,CUS4675,55,Married,4,New Mexico,140000,40-60,LD,AMG S63 Sedan
1789,CUS4676,59,Single,3,Oregon,40000,40-60,LD,C300 4MATIC Coupe
1790,CUS4680,54,Single,3,New Hampshire,60000,40-60,LD,E550 Coupe
1791,CUS4681,27,Single,6,Washington,90000,20-40,LD,GLS550 SUV
1792,CUS4682,48,Single,3,Iowa,50000,40-60,LD,GLC300 4MATIC Coupe
1793,CUS4686,61,Married,3,South Carolina,50000,>60,LD,GLC300 4MATIC Coupe
1794,CUS4688,25,Married,3,South Dakota,30000,20-40,LD,CLA250 4MATIC Coupe
1795,CUS4690,18,Single,5,Nebraska,90000,<20,LD,GLS550 SUV
1796,CUS4691,34,Married,6,Alaska,110000,20-40,CD,AMG GLE63 S SUV
1797,CUS4694,25,Single,5,American Samoa,40000,20-40,CD,GLC300 SUV
1798,CUS4696,35,Married,5,Northern Mariana Islands,90000,20-40,LD,GLS550 SUV
1799,CUS4701,58,Single,6,Indiana,30000,40-60,LD,GLA 4MATIC SUV
1800,CUS4706,49,Married,6,Maine,120000,40-60,LD,G550 SUV
1801,CUS4711,63,Single,5,California,100000,>60,CD,AMG GLE63 SUV
1802,CUS4715,50,Single,2,Arkansas,90000,40-60,CD,SL 450 Roadster
1803,CUS4716,40,Married,3,Colorado,120000,40-60,CD,S550 4MATIC Coupe
1804,CUS4717,50,Single,5,North Carolina,100000,40-60,LD,AMG GLE63 SUV
1805,CUS4718,48,Married,6,Virginia,30000,40-60,LD,GLA 4MATIC SUV
1806,CUS4720,44,Single,5,Nebraska,100000,40-60,LD,AMG GLE63 SUV
1807,CUS4726,23,Married,5,Alaska,110000,20-40,CD,AMG GLE63 S SUV
1808,CUS4732,41,Single,6,Mississippi,30000,40-60,LD,GLA 4MATIC SUV
1809,CUS4733,62,Married,5,New Mexico,120000,>60,LD,G550 SUV
1810,CUS4735,24,Single,5,Delaware,90000,20-40,CD,GLS550 SUV
1811,CUS4738,39,Single,4,Florida,100000,20-40,LD,S550 4MATIC Sedan
1812,CUS4740,56,Married,3,Utah,60000,40-60,LD,E400 Cabriolet
1813,CUS4741,65,Married,2,Tennessee,80000,>60,LD,AMG C63 S Cabriolet
1814,CUS4743,65,Married,3,Connecticut,80000,>60,CD,AMG C63 S Coupe
1815,CUS4747,44,Single,6,Minnesota,120000,40-60,LD,G550 SUV
1816,CUS4748,25,Married,4,Rhode Island,170000,20-40,LD,Mercedes-Maybach S550 4MATIC Sedan
1817,CUS4752,44,Single,5,Mississippi,40000,40-60,LD,GLC300 4MATIC SUV
1818,CUS4754,45,Married,6,Georgia,220000,40-60,LD,AMG G65 SUV
1819,CUS4756,65,Single,3,District of Columbia,110000,>60,CD,AMG GLC63 S Coupe
1820,CUS4758,51,Married,5,Oregon,70000,40-60,LD,GLS450 SUV
1821,CUS4762,47,Single,6,Iowa,140000,40-60,LD,AMG G63 SUV
1822,CUS4763,30,Single,4,Michigan,230000,20-40,LD,AMG S65 Sedan
1823,CUS4765,60,Single,2,North Carolina,60000,>60,LD,AMG SLC43 Roadster
1824,CUS4767,34,Single,5,Wisconsin,100000,20-40,LD,AMG GLE63 SUV
1825,CUS4768,19,Married,3,Louisiana,160000,<20,LD,AMG S63 Coupe
1826,CUS4770,48,Single,4,Guam,100000,40-60,LD,S550 4MATIC Sedan
1827,CUS4773,43,Single,2,Guam,110000,40-60,LD,SL 550 Roadster
1828,CUS4774,62,Single,3,Missouri,110000,>60,LD,AMG GLC63 S Coupe
1829,CUS4775,51,Single,4,Nebraska,190000,40-60,LD,Mercedes-Maybach S600 Sedan
1830,CUS4776,29,Single,2,Hawaii,60000,20-40,LD,AMG SLC43 Roadster
1831,CUS4778,65,Single,3,Maryland,240000,>60,LD,AMG S65 Coupe
1832,CUS4779,40,Single,4,New Hampshire,40000,40-60,LD,C300 4MATIC SEDAN
1833,CUS4782,48,Married,2,New York,130000,40-60,LD,S550 Cabriolet
1834,CUS4783,20,Married,4,Nebraska,190000,20-40,LD,Mercedes-Maybach S600 Sedan
1835,CUS4787,44,Married,5,Rhode Island,30000,40-60,LD,GLA 4MATIC SUV
1836,CUS4791,26,Married,5,Puerto Rico,40000,20-40,LD,GLC300 4MATIC SUV
1837,CUS4795,47,Single,4,Kansas,140000,40-60,LD,AMG S63 Sedan
1838,CUS4797,35,Married,6,Massachusetts,30000,20-40,LD,GLA 4MATIC SUV
1839,CUS4803,40,Married,4,Massachusetts,170000,40-60,LD,Mercedes-Maybach S550 4MATIC Sedan
1840,CUS4804,37,Married,6,Tennessee,100000,20-40,LD,AMG GLE63 SUV
1841,CUS4808,63,Married,5,Indiana,110000,>60,LD,AMG GLE63 S SUV
1842,CUS4809,22,Married,4,California,170000,20-40,CD,S600 Sedan
1843,CUS4810,25,Single,6,Maryland,220000,20-40,LD,AMG G65 SUV
1844,CUS4814,57,Married,6,Mississippi,50000,40-60,LD,GLE 350e 4MATIC SUV
1845,CUS4815,19,Married,6,North Carolina,140000,<20,LD,AMG G63 SUV
1846,CUS4817,64,Married,2,Maine,180000,>60,LD,AMG S63 Cabriolet
1847,CUS4818,20,Single,2,Mississippi,220000,20-40,LD,AMG SL65 Roadster
1848,CUS4820,33,Single,6,Utah,70000,20-40,LD,AMG GLE43 SUV
1849,CUS4822,52,Married,5,Montana,220000,40-60,LD,AMG G65 SUV
1850,CUS4824,56,Single,6,Oklahoma,110000,40-60,LD,AMG GLE63 S SUV
1851,CUS4825,36,Single,3,Montana,70000,20-40,LD,2016 CLS400 4MATIC Coupe
1852,CUS4826,26,Married,2,California,60000,20-40,CD,AMG C43 Cabriolet
1853,CUS4828,63,Single,6,Rhode Island,30000,>60,LD,GLA 4MATIC SUV
1854,CUS4830,57,Married,3,Alabama,80000,40-60,CD,AMG C63 S Coupe
1855,CUS4835,50,Married,3,Utah,60000,40-60,LD,E400 Cabriolet
1856,CUS4836,65,Single,3,Minnesota,50000,>60,LD,GLC300 4MATIC Coupe
1857,CUS4837,25,Married,6,Alabama,100000,20-40,CD,AMG GLE63 SUV
1858,CUS4839,38,Single,4,Oregon,70000,20-40,LD,AMG C63 S Sedan
1859,CUS4842,22,Married,2,Arizona,70000,20-40,CD,AMG C63 Cabriolet
1860,CUS4845,43,Married,5,Minnesota,110000,40-60,LD,AMG GLE63 S SUV
1861,CUS4848,64,Married,5,Missouri,110000,>60,LD,AMG GLE63 S SUV
1862,CUS4851,31,Married,4,Missouri,100000,20-40,LD,S550 4MATIC Sedan
1863,CUS4854,64,Married,2,Pennsylvania,130000,>60,LD,S550 Cabriolet
1864,CUS4856,39,Single,5,North Dakota,100000,20-40,LD,AMG GLE63 SUV
1865,CUS4857,37,Single,4,Alabama,170000,20-40,CD,S600 Sedan
1866,CUS4859,18,Single,4,District of Columbia,230000,<20,CD,AMG S65 Sedan
1867,CUS4860,61,Married,5,Montana,140000,>60,LD,AMG G63 SUV
1868,CUS4862,65,Single,3,Northern Mariana Islands,240000,>60,LD,AMG S65 Coupe
1869,CUS4864,58,Married,2,Connecticut,180000,40-60,CD,AMG S63 Cabriolet
1870,CUS4865,55,Married,5,Oregon,100000,40-60,LD,AMG GLE63 SUV
1871,CUS4868,60,Married,6,Maine,40000,>60,LD,GLC300 4MATIC SUV
1872,CUS4869,34,Single,2,California,60000,20-40,CD,AMG SLC43 Roadster
1873,CUS4870,22,Married,2,Pennsylvania,130000,20-40,LD,S550 Cabriolet
1874,CUS4871,46,Single,5,Louisiana,30000,40-60,LD,GLA 4MATIC SUV
1875,CUS4876,26,Single,5,Michigan,140000,20-40,LD,AMG G63 SUV
1876,CUS4879,46,Single,2,Louisiana,60000,40-60,LD,AMG SLC43 Roadster
1877,CUS4880,42,Married,5,West Virginia,30000,40-60,LD,GLA 4MATIC SUV
1878,CUS4881,18,Married,3,Iowa,160000,<20,LD,AMG S63 Coupe
1879,CUS4891,48,Married,6,Kentucky,100000,40-60,LD,AMG GLE63 SUV
1880,CUS4893,31,Single,2,Wyoming,60000,20-40,LD,AMG SLC43 Roadster
1881,CUS4897,37,Married,2,Nevada,80000,20-40,LD,AMG C63 S Cabriolet
1882,CUS4899,41,Single,3,Minnesota,70000,40-60,LD,CLS550 Coupe
1883,CUS4904,21,Single,2,Connecticut,60000,20-40,CD,AMG SLC43 Roadster
1884,CUS4905,22,Single,5,Wyoming,50000,20-40,LD,GLE 350e 4MATIC SUV
1885,CUS4907,50,Single,6,New Jersey,90000,40-60,LD,GLS550 SUV
1886,CUS4908,29,Single,4,Idaho,50000,20-40,LD,E300 4MATIC Sedan
1887,CUS4909,34,Single,3,Texas,160000,20-40,LD,AMG S63 Coupe
1888,CUS4913,26,Single,4,Wisconsin,40000,20-40,LD,C300 4MATIC SEDAN
1889,CUS4918,19,Married,3,Georgia,70000,<20,LD,2016 CLS400 4MATIC Coupe
1890,CUS4922,48,Married,4,Northern Mariana Islands,170000,40-60,LD,Mercedes-Maybach S550 4MATIC Sedan
1891,CUS4924,58,Married,2,Ohio,180000,40-60,LD,AMG S63 Cabriolet
1892,CUS4925,21,Married,6,Connecticut,30000,20-40,CD,GLA SUV
1893,CUS4926,47,Single,4,Ohio,100000,40-60,LD,S550 4MATIC Sedan
1894,CUS4927,63,Single,3,Maine,110000,>60,LD,AMG GLC63 S Coupe
1895,CUS4929,44,Single,3,West Virginia,40000,40-60,LD,C300 4MATIC Coupe
1896,CUS4930,63,Single,4,Iowa,100000,>60,LD,S550 4MATIC Sedan
1897,CUS4932,41,Married,5,Iowa,70000,40-60,LD,GLS450 SUV
1898,CUS4933,52,Single,3,Rhode Island,50000,40-60,LD,GLC300 4MATIC Coupe
1899,CUS4943,39,Married,4,Mississippi,170000,20-40,LD,Mercedes-Maybach S550 4MATIC Sedan
1900,CUS4944,44,Single,2,Oklahoma,150000,40-60,LD,AMG SL63Roadster
1901,CUS4959,28,Single,3,Montana,240000,20-40,LD,AMG S65 Coupe
1902,CUS4961,20,Single,6,New Hampshire,70000,20-40,LD,AMG GLE43 SUV
1903,CUS4962,57,Married,3,Hawaii,50000,40-60,LD,GLC300 4MATIC Coupe
1904,CUS4963,39,Married,5,Texas,50000,20-40,LD,GLE 350e 4MATIC SUV
1905,CUS4967,39,Single,3,Northern Mariana Islands,160000,20-40,LD,AMG S63 Coupe
1906,CUS4972,27,Single,6,Ohio,90000,20-40,LD,GLS550 SUV
1907,CUS4975,60,Married,6,North Dakota,70000,>60,LD,GLS450 SUV
1908,CUS4977,47,Single,4,Vermont,140000,40-60,LD,AMG S63 Sedan
1909,CUS4980,64,Single,2,South Dakota,150000,>60,LD,AMG SL63Roadster
1910,CUS4981,39,Single,6,Colorado,220000,20-40,CD,AMG G65 SUV
1911,CUS4983,41,Married,4,New Jersey,50000,40-60,LD,E300 4MATIC Sedan
1912,CUS4989,28,Single,2,Maryland,110000,20-40,LD,SL 550 Roadster
1913,CUS4993,51,Married,3,Indiana,120000,40-60,LD,S550 4MATIC Coupe
1914,CUS4995,44,Married,2,New York,130000,40-60,LD,S550 Cabriolet
1915,CUS4996,47,Married,4,Utah,170000,40-60,LD,Mercedes-Maybach S550 4MATIC Sedan
1916,CUS4997,33,Married,5,Arkansas,50000,20-40,CD,GLE 350 SUV
1917,CUS5000,29,Married,3,Kentucky,60000,20-40,LD,AMG GLC43 Coupe
1918,CUS5004,55,Single,6,Rhode Island,120000,40-60,LD,G550 SUV
1919,CUS5005,19,Married,3,Idaho,240000,<20,LD,AMG S65 Coupe
1920,CUS5006,19,Married,3,New York,130000,<20,LD,AMG GT S
1921,CUS5008,57,Single,5,Iowa,90000,40-60,LD,GLS550 SUV
1922,CUS5009,52,Single,3,Virginia,40000,40-60,LD,C300 4MATIC Coupe
1923,CUS5013,29,Single,6,Virginia,120000,20-40,LD,AMG GLS63 SUV
1924,CUS5015,49,Married,5,Idaho,50000,40-60,LD,GLE 350e 4MATIC SUV
1925,CUS5016,24,Single,5,Nevada,40000,20-40,LD,GLC300 4MATIC SUV
1926,CUS5017,20,Married,4,Montana,100000,20-40,LD,S550 4MATIC Sedan
1927,CUS5018,56,Single,3,Wyoming,50000,40-60,LD,GLC300 4MATIC Coupe
1928,CUS5025,47,Single,2,South Dakota,60000,40-60,LD,AMG SLC43 Roadster
1929,CUS5027,18,Married,3,Florida,40000,<20,LD,C300 4MATIC Coupe
1930,CUS5028,55,Single,4,Northern Mariana Islands,170000,40-60,LD,Mercedes-Maybach S550 4MATIC Sedan
1931,CUS5029,35,Married,4,Nebraska,100000,20-40,LD,S550 4MATIC Sedan
1932,CUS5031,53,Single,2,Michigan,60000,40-60,LD,AMG SLC43 Roadster
1933,CUS5032,18,Single,2,Nevada,220000,<20,LD,AMG SL65 Roadster
1934,CUS5035,60,Single,4,Alabama,40000,>60,CD,C300
1935,CUS5036,19,Married,3,Florida,70000,<20,LD,2016 CLS400 4MATIC Coupe
1936,CUS5038,36,Single,5,Kentucky,50000,20-40,LD,GLE 350e 4MATIC SUV
1937,CUS5039,34,Married,4,Georgia,190000,20-40,LD,Mercedes-Maybach S600 Sedan
1938,CUS5042,56,Married,4,Michigan,70000,40-60,LD,AMG C63 Sedan
1939,CUS5047,36,Married,2,Louisiana,80000,20-40,LD,AMG C63 S Cabriolet
1940,CUS5049,40,Married,2,New Mexico,250000,40-60,LD,AMG S65 Cabriolet
1941,CUS5050,44,Single,6,Tennessee,30000,40-60,LD,GLA 4MATIC SUV
1942,CUS5056,48,Married,6,California,220000,40-60,CD,AMG G65 SUV
1943,CUS5058,46,Married,5,Texas,30000,40-60,LD,GLA 4MATIC SUV
1944,CUS5061,41,Married,5,Montana,90000,40-60,LD,GLS550 SUV
1945,CUS5064,55,Single,6,Kentucky,50000,40-60,LD,GLE 350e 4MATIC SUV
1946,CUS5065,59,Single,3,Oklahoma,40000,40-60,LD,C300 4MATIC Coupe
1947,CUS5069,37,Single,3,Pennsylvania,240000,20-40,LD,AMG S65 Coupe
1948,CUS5073,29,Single,3,Michigan,60000,20-40,LD,AMG GLC43 Coupe
1949,CUS5076,27,Single,5,Arizona,100000,20-40,CD,AMG GLE63 SUV
1950,CUS5077,60,Single,3,Oklahoma,60000,>60,LD,E550 Coupe
